event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,data,mes
2020-01-29 10:29:04+00:00,view,5572458,1487580007675986893,,,0.43,529832011,69c922bd-c56c-4083-b672-5b5605a016f9,20200129,202001
2019-11-02 13:21:18+00:00,view,5771961,1487580013522845895,,,7.94,566788680,b95f3a11-7d63-4595-aba8-1a37786a4e9b,20191102,201911
2019-10-23 17:03:44+00:00,view,5771614,2193074740619379535,furniture.living_room.cabinet,kosmekka,150.79,497163869,8861efbb-7b6d-5989-7cb7-5ec3563b67a1,20191023,201910
2020-01-30 19:26:12+00:00,view,5847572,1487580013086638258,,italwax,7.94,522665246,f1c935f9-194e-4272-934b-fb473ffd37f8,20200130,202001
2019-12-09 21:57:04+00:00,view,5750301,1487580005713052531,,ingarden,15.71,584518896,dbc36b9d-db5f-4a17-be0f-7825ec351738,20191209,201912
2019-11-01 14:44:54+00:00,view,6941,1487580006895846315,,runail,4.71,429134388,6dde923c-32d2-414d-a009-377bba7f0a95,20191101,201911
2020-01-28 16:38:06+00:00,remove_from_cart,5761450,1487580013413793985,,,8.73,544857386,126b1d36-99be-4665-941f-34a9a61862ed,20200128,202001
2019-11-23 18:56:41+00:00,remove_from_cart,5865793,1487580009605365797,,,1.59,554287230,e99528e2-fcfd-4199-aa60-8a3da1dbb4a6,20191123,201911
2020-01-04 18:36:02+00:00,view,5148,1487580009286598681,,cnd,2.56,555361082,a36f2d48-ac3d-46b2-a867-17c16b73c6a8,20200104,202001
2020-01-25 11:34:45+00:00,cart,8072,1487580007281722301,,,1.9,605859880,fe016bb2-1046-4061-bdfa-dbb68bacddf7,20200125,202001
2019-11-04 18:23:30+00:00,cart,5700037,1487580009286598681,,runail,0.4,435508755,8fb966bb-5d14-4dc6-8093-e92088aa7f31,20191104,201911
2020-01-12 05:56:36+00:00,view,6846,1487580007306888126,,,6.67,590765814,35c87a10-1f6e-42c0-ab58-7ade2aed64df,20200112,202001
2019-12-14 12:13:33+00:00,view,5831578,1487580011677352062,,,10.95,516892810,f6d72112-7a99-7db7-1b35-b9751c15b5f0,20191214,201912
2019-12-02 15:21:36+00:00,cart,5802728,2151191071051219817,,,2.86,580927573,4196eb1b-8b28-4bae-997e-7039489f80b7,20191202,201912
2019-10-14 08:40:03+00:00,remove_from_cart,5693026,1487580005511725929,,,3.33,553346925,340279fe-a14e-48b7-88c8-542540f64a73,20191014,201910
2020-01-14 21:35:40+00:00,remove_from_cart,5818482,1897124478404526487,,,3.14,434357948,9e251b66-fa2f-448b-9ce5-72afd2859802,20200114,202001
2020-01-20 18:55:30+00:00,cart,5839658,1487580005671109489,,masura,2.37,462270208,26f43b02-5589-6995-6ac1-919907add365,20200120,202001
2020-01-10 21:10:33+00:00,view,6625,1487580009227878422,,runail,2.38,502133050,7af2f4d5-7f89-4015-bb8f-6e6469f1f54b,20200110,202001
2020-01-20 06:41:16+00:00,cart,5916968,1487580007675986893,,,1.43,542089488,ae37fd00-03e5-4d0d-8bde-022adabaea29,20200120,202001
2019-11-13 12:14:02+00:00,cart,5013,1487580008145748965,,runail,1.27,488057442,495bfbaf-0fbf-4edf-9a26-90b137870f25,20191113,201911
2020-02-19 10:53:08+00:00,view,5830544,1487580005671109489,,masura,1.73,617287588,f4879f6d-6ee1-4e43-bf2b-c6fb6bfbab9b,20200219,202002
2019-12-29 20:28:40+00:00,cart,5842732,1891434214553813877,,beautix,8.73,543003585,738a79a7-631c-4107-97ad-9b63c5567ea8,20191229,201912
2019-12-04 05:58:15+00:00,view,5885420,1487580005092295511,,grattol,5.95,539656897,28306a7f-142d-4076-a661-b8a2e0d0676f,20191204,201912
2020-01-18 15:47:12+00:00,view,5804667,1487580013581566154,,,5.94,599816971,06c760a1-6526-4b0c-8b19-fab7e13d05b4,20200118,202001
2019-11-08 08:22:57+00:00,cart,60182,1487580009521479714,,runail,4.68,565220225,213e341d-0ee8-40b0-bbab-58d6164735f8,20191108,201911
2019-12-12 11:49:10+00:00,remove_from_cart,5896422,1487580009051717646,,jessnail,34.13,551865038,a487396e-ba80-416e-8c6e-9e6e3c45a22c,20191212,201912
2019-12-10 07:38:09+00:00,view,5843565,1783999071199952917,,,0.48,584642044,1ffd1419-b1ed-44b8-bcf8-dbaeec5f8135,20191210,201912
2020-01-14 09:49:51+00:00,view,5831846,1597770225539875791,,pole,3.63,491521375,078f6e27-f3e9-4668-ae74-0c827aee3c3b,20200114,202001
2020-01-18 10:29:10+00:00,view,5774880,1487580005671109489,,masura,1.73,520892618,9709116d-c0d1-40bd-848c-02cd42fc63c0,20200118,202001
2019-10-26 19:26:42+00:00,view,8135,1487580013640286413,,,5.56,564485727,75c01573-81cf-4950-8a0e-95bf141f891f,20191026,201910
2019-10-26 15:29:37+00:00,cart,5815680,1487580006317032337,,,12.57,564355887,12f98a5b-1904-45c1-b980-164da9054b98,20191026,201910
2019-10-20 07:54:32+00:00,view,5635077,1487580005754995573,,,4.44,531033654,869a7356-8e8d-49f1-9298-a077fa91ee67,20191020,201910
2020-02-08 22:43:52+00:00,cart,5560760,1487580006300255120,,strong,165.08,542084330,ac946b47-4ee0-46f7-a043-8b1e7368fee8,20200208,202002
2020-02-04 17:07:06+00:00,view,5584836,1487580013581566154,,levissime,4.95,348762245,57c65752-ba42-4f4e-8ffc-5ee570b2fade,20200204,202002
2020-02-28 19:00:16+00:00,view,5774333,1783999064136745198,,runail,4.13,510986638,44fe3e44-5ea2-41a9-9212-0e8a950651f8,20200228,202002
2019-10-01 17:29:43+00:00,view,5689142,1487580012574933146,,markell,4.68,555728453,289d0925-8e5c-4119-a460-bcfdd555eb55,20191001,201910
2020-02-29 15:46:44+00:00,view,5819114,1487580007675986893,,bpw.style,0.79,489989684,bb830248-cf88-40cd-ad46-94dc31ce9b08,20200229,202002
2019-12-13 19:52:20+00:00,view,5847851,1487580006350586771,appliances.environment.vacuum,irisk,9.37,583967311,b85dbe4e-e2b2-4028-b35d-51291a8aba48,20191213,201912
2020-02-09 00:48:08+00:00,view,5804023,1487580009571811364,,,5.24,599559478,e2581a79-550a-4d8d-a798-b16847fa6870,20200209,202002
2020-01-10 11:45:26+00:00,remove_from_cart,5885416,1487580005092295511,,grattol,6.27,539660141,5c06e012-65ee-41d5-8d89-4dcdd7f8d268,20200110,202001
2020-01-10 09:09:36+00:00,remove_from_cart,5900644,1487580005713052531,,ingarden,4.6,598953985,3575a737-5045-4a8d-91ef-84f405df6492,20200110,202001
2019-11-08 22:22:17+00:00,view,5842649,1487580013841613016,,,14.51,569135771,b34f4b4a-32e6-4e3e-80bd-40dfec717a83,20191108,201911
2019-10-17 08:26:06+00:00,view,5734953,1487580005595612013,,,2.54,545927848,020f169e-0284-4d25-a00c-d200d638dfd4,20191017,201910
2020-02-04 08:50:51+00:00,view,5850281,1487580006300255120,,marathon,137.78,610239865,11b3611e-0e15-495b-a560-ef8bcd32089f,20200204,202002
2020-01-27 16:48:25+00:00,view,5753875,1487580012096782476,,,5.4,584880610,232168da-76a1-4905-b4b7-abe3102794cc,20200127,202001
2020-01-22 21:35:53+00:00,view,5911875,1487580008246412266,,estel,17.46,521747714,7b8d90f0-7041-45df-b6cf-f3885edd22b4,20200122,202001
2019-12-14 05:14:26+00:00,cart,5528051,1487580009387261981,,,6.19,561407665,aefbfdbb-0b5a-4c22-bf96-cd9417fa08a8,20191214,201912
2020-01-30 07:55:06+00:00,view,5826602,1487580009143992338,,,15.71,608040542,e80766b8-a95b-4cbb-9c20-a8e94bda64f4,20200130,202001
2019-11-10 11:22:29+00:00,view,5772709,1487580005092295511,,sophin,11.1,468189781,15fd69ac-2893-41ab-b0e7-29f1d20c6d20,20191110,201911
2019-11-03 21:01:41+00:00,view,5825583,1487580006937789357,,,8.25,566588347,d64905a3-e9ad-498f-ac36-de7022b5f26c,20191103,201911
2020-01-28 06:20:56+00:00,view,5739097,1487580007910867929,,,13.81,607087337,0edc6797-37db-46b9-b11a-7c3f2f09442e,20200128,202001
2020-02-09 15:56:53+00:00,view,5648595,1487580005511725929,,,4.27,603121777,b8876c07-7d26-46e9-9492-bb42ed2917c3,20200209,202002
2019-10-15 21:40:42+00:00,view,5893947,1487580007172670392,,masura,12.68,537991956,bea4de6d-b8ff-43a0-8e91-ecb542470dec,20191015,201910
2019-10-24 21:49:03+00:00,view,5766983,1487580013053083824,stationery.cartrige,italwax,2.14,537584251,3b07c43b-7f62-4f79-a226-40aef29c895b,20191024,201910
2020-02-17 12:04:02+00:00,view,5372,1487580009445982239,,runail,7.14,616169171,38d70494-2d82-4474-8c65-8355250880be,20200217,202002
2020-01-31 07:17:29+00:00,view,5881465,1487580013506068678,,lovely,10.79,597805369,1d2cad51-2df9-4d64-aca4-8487e5efbe79,20200131,202001
2019-12-08 12:05:31+00:00,view,5786612,1487580013950664926,,swarovski,10.71,516526131,b708623a-e0bd-4eb4-8cf4-d5cb6f5fc030,20191208,201912
2019-10-21 19:36:13+00:00,view,5882617,1487580013522845895,,lovely,14.29,408837216,c2b8f7e9-fe03-4f4c-899b-2818aab1dc11,20191021,201910
2019-10-22 09:51:21+00:00,cart,5843548,1487580010628776014,,,3.97,548726167,4a0a607f-6743-41b4-be09-63bec075794a,20191022,201910
2019-12-15 13:23:34+00:00,cart,5700036,1487580009286598681,,runail,0.4,570081460,e88f1bbf-132f-4c11-9fde-bb9213712b12,20191215,201912
2019-10-09 06:41:11+00:00,view,5788127,1487580005754995573,,,4.92,480092468,da98c6de-96cd-49d8-9a1f-49c118b23d49,20191009,201910
2020-01-09 11:58:56+00:00,view,5846403,1487580006551913373,,lovely,3.16,438861661,b2455ed1-f57d-f7ad-20b8-6f24e07a6313,20200109,202001
2019-11-05 19:36:55+00:00,cart,5643943,1487580010100293687,,,1.05,140913335,13f90a74-8728-48d3-8031-85ad06d7a78b,20191105,201911
2019-12-13 10:53:40+00:00,remove_from_cart,5687481,1487580008145748965,,,1.59,503177917,cf789c35-fccd-4478-9980-77b42d4df2c5,20191213,201912
2019-12-18 15:10:41+00:00,cart,5687130,1487580008187692007,,,0.79,567603747,834523a5-359e-4402-8d1e-4ce0ad734c60,20191218,201912
2019-11-09 18:50:10+00:00,cart,5372,1487580009445982239,,runail,7.14,547398147,ce60edb5-f08d-454f-ad15-1d714c8c57f6,20191109,201911
2020-02-02 11:17:55+00:00,remove_from_cart,5724570,1487580005427839846,,irisk,2.48,609391760,73173f30-e5db-4a76-bc64-a7b17b43e775,20200202,202002
2020-01-26 06:14:25+00:00,cart,5700038,1487580009286598681,,runail,0.4,537718742,901f4a49-00f3-4b2c-a0af-a6ccfd8c5be2,20200126,202001
2020-01-25 19:57:30+00:00,cart,5904333,1487580007675986893,,,1.59,546996277,bf2c8716-849d-4b07-8f91-e03437e5fc77,20200125,202001
2019-12-09 18:32:43+00:00,view,5801487,1783999067156644376,,kerasys,9.21,310331300,dcc5f39b-5e4e-4e5d-9b89-8282c80aa544,20191209,201912
2020-02-26 12:54:43+00:00,cart,5822297,1487580005595612013,,,3.0,448332343,8fe3c8ae-0c4a-464b-9328-a197a06d171d,20200226,202002
2019-11-28 10:14:32+00:00,view,5886553,1487580013413793985,,,4.95,466672493,3acd19e0-a0cb-4eee-a86f-ea91148f6032,20191128,201911
2019-10-02 18:05:29+00:00,view,5685688,1487580009286598681,,,0.32,341522365,c68ff732-b198-4185-b98b-27db948744e8,20191002,201910
2019-12-13 13:24:14+00:00,cart,5908707,1487580007675986893,,,1.59,555859949,f6896780-a70d-4f5e-8c28-f183247053ea,20191213,201912
2019-10-09 07:19:39+00:00,remove_from_cart,5682470,1487580007910867929,,zinger,4.6,488454185,ab8eedd6-205c-4a5b-9ead-1fabc395f45c,20191009,201910
2020-02-06 06:37:30+00:00,view,59988,1487580012927254698,,,27.14,353760607,9e79af4c-caeb-4922-931d-179582e5c451,20200206,202002
2020-02-16 16:44:51+00:00,view,5770023,1487580013841613016,,kapous,2.81,513385504,0cb11500-6a4a-4f12-bfd1-7fbf5c147741,20200216,202002
2020-02-17 08:02:23+00:00,view,5914426,2007399943458784057,apparel.glove,nitrimax,9.21,421553371,a0b2ec5f-4ed1-490c-a128-27f6bffb0656,20200217,202002
2020-01-16 10:32:58+00:00,view,5885317,1487580011308253293,,trind,6.65,601881654,40ccfd90-c102-46ba-8a8b-2044d6feef98,20200116,202001
2019-12-02 13:20:33+00:00,view,5904326,1487580007675986893,,,1.59,527021202,c42dcc3e-1fa1-4cae-b28b-4e969824a6cf,20191202,201912
2020-01-27 16:26:14+00:00,view,5628027,1487580009387261981,,,3.81,606881570,20b81267-a66e-4907-bb3c-c7a52a642dcd,20200127,202001
2019-11-06 08:28:36+00:00,view,5676287,1487580006300255120,,marathon,137.78,568090599,07a54dc6-5dba-4a01-8376-fe6edb0f52d7,20191106,201911
2020-01-27 13:29:38+00:00,view,5563766,1487580005595612013,,,3.0,402306923,6464c64f-25e7-4215-a448-0a9ee88a8f2b,20200127,202001
2019-11-19 12:25:22+00:00,view,5861745,1783999067156644376,,,26.98,523840648,4b2107fd-db57-4690-9cfc-657892abb08f,20191119,201911
2019-12-26 22:02:56+00:00,view,5809910,1602943681873052386,,grattol,5.24,309343934,77eb929f-9a33-44f6-b50d-07e6c1e64ae3,20191226,201912
2020-02-29 17:22:21+00:00,view,5704613,1487580013950664926,,,21.35,505515591,2259f76f-77ea-4280-8c04-c09ab03491fc,20200229,202002
2019-11-18 13:01:32+00:00,remove_from_cart,5556146,1487580012096782476,,,12.54,491313218,3b715b38-87d1-45b8-9a15-ab91ff7b362e,20191118,201911
2020-01-09 06:46:09+00:00,remove_from_cart,5886716,1487580005067129686,,,2.38,540313344,7c243998-e932-4771-9d24-c6fec6ddfdf0,20200109,202001
2020-02-12 08:42:45+00:00,view,5692863,1487580007910867929,,yoko,7.83,613743477,34aeebbf-ce91-49e5-a9ff-758de8b6c648,20200212,202002
2019-11-23 16:08:15+00:00,purchase,5752069,1487580007306888126,,irisk,2.51,511025424,a73f03c9-6f58-42da-8057-34d4089823fe,20191123,201911
2019-12-01 16:17:23+00:00,purchase,5736091,1487580005050352469,,haruyama,3.97,230979200,955e22a3-5777-47d0-a152-d81c71cac2e6,20191201,201912
2019-11-06 17:02:35+00:00,view,5846752,1487580005268456287,,lianail,6.33,447405967,d955fdb9-cf6d-e8ca-d1f8-246f346be4d9,20191106,201911
2019-11-21 09:35:03+00:00,cart,5826983,1487580005671109489,,masura,3.83,522624167,b2d1ef9b-901b-4e99-9ac3-6056a842b7ea,20191121,201911
2020-02-25 14:49:53+00:00,cart,5857360,1487580008145748965,,runail,1.51,609640313,eda46786-a052-4cd5-b8c5-445af3f39ede,20200225,202002
2019-11-12 06:36:18+00:00,remove_from_cart,5862630,2151191071051219817,,nagaraku,7.94,570379276,3a538c54-d253-438d-af2d-ae719ea129a0,20191112,201911
2019-11-21 18:49:29+00:00,remove_from_cart,5809135,1487580005411062629,,cnd,13.7,505752948,c3da0a22-a7ba-47e2-b036-aa5c801c4930,20191121,201911
2020-02-16 04:23:32+00:00,cart,5681609,1487580005511725929,,,5.56,615598472,3220eb15-ce77-4fe2-9f97-75ebf67e63cd,20200216,202002
2020-02-10 06:53:59+00:00,view,5726175,1487580005595612013,,,3.0,610206417,c1160421-f0a7-4002-8644-e45cd124a17c,20200210,202002
2019-10-06 16:39:21+00:00,view,5723488,1487580005134238553,,runail,2.62,549174515,5a98d620-b599-cc2c-c309-cf0b1ec8dad6,20191006,201910
2020-01-28 18:38:51+00:00,cart,5726126,1487580009445982239,,,2.22,597304363,2c2e96ec-c540-4d98-b3d2-78004beb3df6,20200128,202001
2020-02-15 10:10:44+00:00,cart,5792800,1487580005268456287,,,10.32,409945803,4d5459b6-36e4-4d99-91bc-73e5e445236c,20200215,202002
2019-11-18 20:22:57+00:00,cart,5815662,1487580006317032337,,,0.92,551114613,3856ad83-a6d0-4f9c-a02a-c52cc7b336f9,20191118,201911
2019-12-24 14:30:43+00:00,remove_from_cart,5698320,1487580011702517887,,estelare,2.06,555305035,3b8ea089-2321-4923-aa31-9c3ddd88c6b2,20191224,201912
2019-12-19 16:42:06+00:00,cart,5838959,1487580009387261981,,lovely,6.35,553313160,7fbbf27e-eab9-48cb-8797-df225818ba80,20191219,201912
2019-12-12 15:31:49+00:00,cart,5840416,1487580011652186237,,vilenta,3.13,449783971,0f6ea6bb-b8cc-44d3-aee0-75dd03f59f53,20191212,201912
2019-12-13 00:13:03+00:00,remove_from_cart,5687151,1487580009605365797,,,1.9,439157133,d602b038-0ecf-68cb-1570-6d6770013bb9,20191213,201912
2019-12-22 17:16:48+00:00,purchase,5461,1487580006317032337,,,9.52,519709782,c77048ec-2d35-4c61-bebf-b0600dd34f9c,20191222,201912
2019-10-31 10:59:30+00:00,view,5540783,1487580012642042013,,,14.13,566087069,3549fbc6-9831-42c1-acd4-29123d66aca2,20191031,201910
2019-12-24 03:01:34+00:00,view,5883806,1487580008347075566,,,3.81,582249235,bc649f3f-0d48-459b-a810-12545a92897b,20191224,201912
2019-12-01 08:49:03+00:00,view,5861620,1487580008263189483,,lador,2.25,486770870,02de509d-94d3-4126-bee8-bbc2779498a0,20191201,201912
2020-02-09 17:31:02+00:00,cart,5878923,1487580007256556476,,,8.1,520478174,42159eb4-d470-40c2-ad95-93c50de92c82,20200209,202002
2020-01-30 12:08:18+00:00,remove_from_cart,5833334,1487580007675986893,,bpw.style,0.79,586595889,dca69dbf-5194-4273-b482-23aad60a1be4,20200130,202001
2020-02-29 09:26:05+00:00,view,5863525,1487580011652186237,,missha,17.81,621810873,4973610a-e0bb-4bf9-af02-c5a11184cb82,20200229,202002
2020-02-21 12:20:35+00:00,view,5550020,1487580005595612013,,,3.0,614333708,57ca3972-5d1f-612f-6e4c-d4dfaa206b67,20200221,202002
2019-10-06 19:52:55+00:00,cart,5689469,1487580007852147670,,staleks,16.67,510689186,2b72333f-5029-4a9e-8cb7-df035a6dd4cc,20191006,201910
2020-02-09 16:34:58+00:00,view,5810488,1487580004916134735,,,5.71,464201244,5dda2550-ead8-4ef9-aecd-e8260bfb64d0,20200209,202002
2020-01-19 15:23:15+00:00,view,5816170,1602943681873052386,,grattol,5.24,513842049,e98c27e0-e06e-4219-9648-e0b1fafc1ff0,20200119,202001
2019-11-22 10:06:39+00:00,view,5815731,1487580005268456287,,,10.17,574806534,f88957a5-b199-4ab4-a837-ee793523634c,20191122,201911
2019-11-13 11:21:55+00:00,remove_from_cart,5885658,2121383893343929118,,,5.63,434402218,bfe86faa-1055-49fc-b224-bed5081e6c2a,20191113,201911
2019-12-17 20:35:26+00:00,view,5875547,2084144451428549153,,,2.05,574067955,b81dc34f-83a0-48c0-bf0b-edd541ccaa78,20191217,201912
2020-01-23 13:35:50+00:00,view,5797790,1638456119066100510,,pole,4.11,531390208,a9ddb765-efd5-462b-bb15-ffdbf668de62,20200123,202001
2020-02-16 15:50:50+00:00,remove_from_cart,5871014,1487580008800059394,,masura,6.02,615861780,6cc08819-87db-4848-804b-d0502db6d338,20200216,202002
2019-12-21 16:49:58+00:00,cart,5900644,1487580005713052531,,ingarden,4.44,517288591,ce33588d-0586-46fb-87ed-943f3207bf72,20191221,201912
2020-02-16 06:47:57+00:00,view,5851707,1487580008263189483,,kaypro,16.9,542905046,3ef31a5e-4134-42b5-8880-fdd2567a4ded,20200216,202002
2019-11-08 08:51:55+00:00,cart,5664505,1487580013640286413,,,1.11,568875928,e853abef-7f45-4311-8f0f-9ba8883f3dbc,20191108,201911
2020-02-23 11:03:17+00:00,purchase,5837096,1487580007952810971,,staleks,23.57,619192579,78501ac4-0e6d-4afe-b002-37f1a2e84d0b,20200223,202002
2020-02-10 10:32:49+00:00,cart,5916408,1487580013229244601,,,5.94,600901503,656c19f1-35c4-4603-888c-25e5fc6075f9,20200210,202002
2020-02-18 06:15:01+00:00,cart,5926687,1487580005671109489,,masura,2.37,583082987,d24ad3f0-b180-4224-94c5-c7caeafc981e,20200218,202002
2019-11-21 14:59:18+00:00,cart,5770053,1487580013841613016,,kapous,2.59,359301165,0856dca5-5164-4621-bd6b-969d53fdafcb,20191121,201911
2019-12-05 16:36:48+00:00,cart,5816171,1602943681873052386,,grattol,5.24,527255272,3402f390-c9d0-4440-9206-f0788868e03b,20191205,201912
2019-12-09 19:30:48+00:00,view,5864852,1487580005268456287,,,11.11,550473740,028e3a21-dd3c-4c3d-b6d9-ea5e307cac49,20191209,201912
2020-01-13 13:32:45+00:00,view,5850625,1602943681873052386,,grattol,5.24,598764503,5bc02b14-6e98-42d6-a802-99bc73852fa8,20200113,202001
2020-01-27 20:08:22+00:00,view,5899247,1487580013229244601,,,4.43,606966404,981d1bf3-2235-4e9e-91ed-03294e12f408,20200127,202001
2019-12-03 19:31:03+00:00,cart,5810148,1487580006317032337,,irisk,9.52,354885365,64d9e010-45fb-48a9-987c-c390015bce09,20191203,201912
2019-11-28 10:10:42+00:00,view,5704761,1487580007306888126,,,2.86,578051415,10e30d10-d3ca-48d8-8fdf-f507c3f86edc,20191128,201911
2019-11-28 14:53:45+00:00,remove_from_cart,5862047,2151191071051219817,,,7.43,549941895,5e927b13-b8f0-46c4-af95-00b8b8256121,20191128,201911
2020-01-29 16:20:05+00:00,remove_from_cart,5811702,1487580005427839846,,irisk,2.48,597570578,d8bbb59a-9080-47f4-b52b-04140dad48df,20200129,202001
2019-10-08 16:57:19+00:00,view,5893604,1487580005411062629,,cnd,2.83,531523617,fd242aba-420e-4fb7-a83f-c42eb3ddb212,20191008,201910
2020-02-04 04:16:19+00:00,view,5715617,1487580006300255120,,,72.22,569401609,d6a22035-1ddd-4270-bd46-e433bea6341b,20200204,202002
2019-11-19 16:14:19+00:00,view,5857339,1487580005134238553,,runail,2.78,374988726,83535fe0-f93d-4aaf-90b7-c9d94fbf5a0d,20191119,201911
2020-01-18 11:30:52+00:00,cart,5881777,2084144451428549153,,,2.05,602784304,33a860aa-104f-48cd-8982-072448d18dc4,20200118,202001
2020-02-07 11:29:35+00:00,view,5836153,1487580008246412266,,,3.81,596819916,212cffac-ab9d-424f-87da-7be8a52be15f,20200207,202002
2020-02-15 18:48:42+00:00,view,5862721,1487580008246412266,,keune,21.0,524892954,08cf3532-79c9-44da-b9a8-a9bebd8fd22f,20200215,202002
2020-01-18 10:39:03+00:00,view,5918377,1487580012096782476,,arganoil,10.37,439547517,65368600-d683-47f2-bc8e-6386759c4d07,20200118,202001
2020-01-14 10:17:06+00:00,cart,5841287,1487580008112194531,,irisk,0.63,600945142,4ec2121c-3fa6-4162-a9f6-2a16e8c0579f,20200114,202001
2019-12-26 08:35:32+00:00,view,5678408,1487580013841613016,,estel,2.62,514578674,c5164427-0723-4ad1-b72c-8bb5dc0fcee8,20191226,201912
2019-12-22 19:10:57+00:00,remove_from_cart,5747156,1487580005595612013,,,3.33,570799653,d6a0356f-f083-4d01-9926-fe8b790c7a04,20191222,201912
2020-01-20 19:02:36+00:00,view,5783941,1658462125284131265,,uskusi,3.97,459659126,af69d5ea-0576-47d1-8902-adbef6608c4e,20200120,202001
2020-01-29 12:22:37+00:00,remove_from_cart,5596130,1487580005595612013,,,1.25,423837322,4065e13c-153c-407f-b3da-12fde68be8cb,20200129,202001
2019-11-29 13:04:04+00:00,cart,5879123,1487580007634043851,,,0.75,578889036,19827723-75d8-43d5-a07b-4843a9c98f30,20191129,201911
2019-12-11 21:05:40+00:00,view,5904531,1487580005268456287,,irisk,3.33,481886885,526e385f-af87-4a69-8ff5-6d705d084303,20191211,201912
2020-01-31 12:22:48+00:00,view,5649236,1487580008246412266,,concept,8.65,606630922,dae5367e-2a2f-4aee-94c9-9e39becbcd4d,20200131,202001
2019-11-17 18:55:27+00:00,view,5763379,2141560642253881670,,,4.6,536056841,654df411-6068-4bf3-a8fa-f738bb0e2665,20191117,201911
2020-02-01 06:27:10+00:00,view,5923717,1487580007675986893,,,1.32,524890090,1603fc0c-b6ab-4751-8182-69201118bea7,20200201,202002
2019-11-24 09:40:48+00:00,cart,5799891,1487580009051717646,,,17.13,575836714,7e015049-cbd5-4f79-bee4-13793822bf90,20191124,201911
2019-11-18 07:12:41+00:00,view,5691523,1487580004857414477,,lianail,5.54,570043396,aafa7761-cecf-43c3-8e2e-a811e1ef6acc,20191118,201911
2019-10-01 14:19:49+00:00,cart,5833335,1487580007675986893,,bpw.style,1.59,543985386,06674154-7c31-4ccb-a4a2-fb0fc28c87b6,20191001,201910
2020-01-21 10:06:27+00:00,view,5869102,1487580005092295511,,oniq,23.49,602059873,23751b25-4d12-420d-97fe-ac2b7c6c01bf,20200121,202001
2019-12-26 21:44:43+00:00,remove_from_cart,5567916,1487580005595612013,,,3.0,574804900,95181a97-2464-4325-8272-0cf451688b2b,20191226,201912
2019-12-06 04:07:37+00:00,view,34863,1487580005293622112,,opi,20.63,249305749,8a5f96f0-5da0-43e3-9158-21dce2210908,20191206,201912
2019-10-16 13:12:48+00:00,cart,5844748,1487580006317032337,,,3.16,434874566,9443762b-f02f-43be-b26f-4b9644544545,20191016,201910
2020-02-27 19:25:55+00:00,remove_from_cart,5879278,1891434214553813877,,masura,3.95,613390026,7f96b526-f53f-4241-a79e-abad8e84ae69,20200227,202002
2019-11-20 20:44:33+00:00,view,5620923,1487580007306888126,,,4.05,405228958,735301da-d2e6-44fc-a3b1-ad4f2c076245,20191120,201911
2019-10-22 14:50:58+00:00,cart,5682470,1487580007910867929,,zinger,4.6,523464513,a4df40ca-5677-483e-a715-80439231d700,20191022,201910
2019-11-21 05:16:02+00:00,cart,3959,1487580005411062629,,cnd,16.03,411368107,3edc863d-5e1d-48f7-bd03-047a43b94c8a,20191121,201911
2020-02-15 12:54:01+00:00,remove_from_cart,5590908,1487580008145748965,,roubloff,3.16,615008974,11268b3d-7f92-4a68-8180-5f00dfcdbe05,20200215,202002
2020-01-28 18:55:54+00:00,purchase,5861410,1487580012205834384,,elskin,2.08,607338168,3d286124-615b-4c40-982b-e9df97a95e82,20200128,202001
2019-12-21 21:07:50+00:00,view,5905562,1487580009605365797,,runail,2.22,510937470,f0af27f8-fafd-41b4-8438-f9417ed2fda1,20191221,201912
2020-02-16 16:55:02+00:00,remove_from_cart,5813483,1487580005671109489,,masura,1.73,568824333,d1343e95-fa3b-4140-bdc8-e07b7ab2a431,20200216,202002
2019-11-13 20:25:25+00:00,view,5560998,1487580005595612013,,,3.0,463113876,18f87605-b8a1-0cb8-1f03-5d6c8fcbd28f,20191113,201911
2020-01-31 08:49:55+00:00,cart,5809251,1487580007675986893,,bpw.style,0.79,538344384,b59c6514-4fdd-4b05-b976-f80dfe6ba7ec,20200131,202001
2019-10-13 12:54:22+00:00,purchase,5858353,2195085255034011676,,severina,1.98,196042408,20fb301f-dc5a-5f05-7648-5f1113255907,20191013,201910
2019-12-07 23:32:32+00:00,remove_from_cart,5700035,1487580009286598681,,runail,0.4,583567540,41ed3e48-acfc-485e-8937-41e974443667,20191207,201912
2019-11-02 14:05:19+00:00,view,5899833,2115334439910245200,,,3.97,566806258,40b8b0d9-9ecb-4cb3-b9cb-530e0270fff7,20191102,201911
2020-01-14 07:00:35+00:00,view,5704999,1487580008145748965,,irisk,1.11,600467919,2f6c3b02-2f44-44ae-92df-5aa66527e038,20200114,202001
2020-01-08 07:15:26+00:00,remove_from_cart,5747147,1487580005595612013,,,3.33,595809143,5128689e-a351-4fec-8676-edecc406adba,20200108,202001
2020-02-07 13:14:53+00:00,cart,5749199,1487580013053083824,stationery.cartrige,italwax,1.98,593472862,7fab6cde-a848-4ec6-bb04-6459fccda34a,20200207,202002
2020-02-27 13:12:37+00:00,remove_from_cart,5875320,1487580010100293687,,,0.92,617429963,6b880e3c-b2ef-4aca-bdac-e8867f3348da,20200227,202002
