event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,data,mes
2020-01-30 12:30:09+00:00,view,5862577,1487580005092295511,,beautix,15.71,546406999,934c32a7-fb95-46a8-832f-a060ecfd1765,20200130,202001
2019-11-21 12:11:15+00:00,view,5838658,1487580011702517887,,,11.43,470709559,d75e0127-eb7b-4d00-8d2c-58e3f1e7a453,20191121,201911
2019-11-06 15:35:25+00:00,view,42675,1487580011408916594,,swarovski,2.38,315817316,2e57b50c-2fd0-80c1-80ba-37256b9cfba8,20191106,201911
2020-01-03 14:45:06+00:00,view,4638,1487580011157258342,,runail,0.37,593309511,f7576b3c-4b22-41c2-aa44-7d23986c9874,20200103,202001
2019-10-20 11:13:08+00:00,view,5778110,1487580007852147670,,zinger,3.49,521123846,6042ca3d-23cd-46b6-b9fc-e9dccc25fafb,20191020,201910
2020-02-01 11:14:38+00:00,view,5858028,1487580011702517887,,,7.94,507327427,d7d58722-6abd-4650-8c4f-cd41fc583775,20200201,202002
2019-10-12 08:56:58+00:00,cart,5686810,1487580011702517887,,shary,1.83,407031494,217cbfba-622f-4093-af6f-8344be85ca28,20191012,201910
2020-01-26 11:54:19+00:00,view,5856497,1487580010335174721,,joico,55.62,528163677,ba71acff-867f-4a06-bbc9-24b11bffb69e,20200126,202001
2020-02-11 12:33:52+00:00,cart,5770012,1487580013841613016,,kapous,2.81,613358281,4301c90a-ce26-4b59-84a3-757e419bf466,20200211,202002
2019-11-27 10:51:06+00:00,view,5736322,1487580005050352469,,haruyama,3.97,237541610,c2fbe67a-ec8b-4224-90ab-35694f364a32,20191127,201911
2020-02-14 16:27:15+00:00,remove_from_cart,5905904,2177933350667289121,,,5.56,511634623,64f5c1e2-5282-444a-8fdb-38ae29ac05e9,20200214,202002
2020-01-20 16:42:29+00:00,remove_from_cart,5876941,1487580011585077370,,,5.24,598729575,be1ff876-e874-4f5b-b3a0-4a3a85806f4a,20200120,202001
2020-02-12 05:59:46+00:00,cart,5700037,1487580009286598681,,,0.0,353185270,5db8e273-1537-43c4-bade-997e413bb76e,20200212,202002
2019-10-17 07:25:27+00:00,purchase,5875506,1487580009387261981,,,1.83,554215934,07af6f49-410e-445f-9db1-381105c945aa,20191017,201910
2019-12-18 20:43:35+00:00,view,5864287,1597770225539875791,,,29.21,356246338,460eff28-53d3-448a-be8a-23917826dcae,20191218,201912
2020-01-17 16:11:11+00:00,cart,5773361,1487580005134238553,,runail,2.62,394064820,c6e9c5da-afd6-479d-acbb-07dbf8da3193,20200117,202001
2019-11-13 12:08:58+00:00,view,5804820,1487580013950664926,,,63.33,570998351,fe6baf07-e75a-4f32-86b1-e059dfe76e46,20191113,201911
2019-10-01 22:06:02+00:00,cart,36547,1487580007072007091,,ingarden,5.08,555801207,cd242e43-18c0-4bc0-ad45-313981120ae2,20191001,201910
2019-11-30 19:45:30+00:00,cart,5700046,1487580009286598681,,runail,0.38,490844043,9b295962-f069-4e46-b555-324ec00db0ec,20191130,201911
2020-01-07 18:32:51+00:00,view,5799054,1487580008313521133,,,4.21,598066552,69103fb4-1e08-4fbe-8b5d-dafa3b7df9f9,20200107,202001
2019-11-24 07:48:27+00:00,cart,5902752,1487580007072007091,,ingarden,3.81,553318181,7fbef77e-68fc-4cdd-87ef-71923a5983ec,20191124,201911
2019-11-12 14:51:19+00:00,view,5834740,1487580009445982239,,,3.17,556167932,580f831c-bb8b-41e5-8600-3007d496c87d,20191112,201911
2020-01-15 01:22:47+00:00,cart,5848909,1487580007675986893,,bpw.style,0.79,601292119,a77e6bea-2fc9-48f6-abf0-5beed2adc39c,20200115,202001
2020-02-20 08:13:32+00:00,view,5768785,1783999064170299632,,,7.14,513378391,25ea6928-39fb-4d35-a844-77fb01338564,20200220,202002
2019-10-21 21:46:54+00:00,remove_from_cart,5839671,1487580005671109489,,masura,2.37,562757000,e088f91e-0749-4077-b182-bbaa33a3b187,20191021,201910
2019-12-31 15:08:25+00:00,view,5560968,1487580005595612013,,,3.0,534211177,ed7b1975-b97b-4bcf-8810-ea7e63684085,20191231,201912
2020-02-04 09:43:27+00:00,view,5904707,1487580007675986893,,,1.59,500927959,ed17deaa-202c-400d-b0e8-9cbe93a6a661,20200204,202002
2019-12-22 19:52:49+00:00,view,5798929,1783999068909863670,,zinger,6.19,590973295,40253c15-1345-4edf-a3a8-61a6bea0484f,20191222,201912
2019-11-26 20:09:10+00:00,remove_from_cart,5694075,1487580006820348840,,lianail,12.68,541446941,0f63af4f-bb85-4a8d-85e6-dd9dd9c32106,20191126,201911
2020-02-14 03:30:50+00:00,cart,86005,1487580005713052531,,ingarden,4.44,614627370,389c53cb-b625-4aad-893b-a95062c8ba43,20200214,202002
2020-02-28 10:58:11+00:00,remove_from_cart,5824810,1487580007936033754,,domix,0.79,530884524,c035e4cd-6f68-4e37-a599-7f0ae57969e3,20200228,202002
2020-02-09 17:02:15+00:00,cart,5823480,1487580004916134735,,,5.22,576139633,e1fd56ea-6479-4930-92ef-431f1601f806,20200209,202002
2020-01-31 14:24:40+00:00,remove_from_cart,5695489,1487580013581566154,,estel,2.7,529948864,4ae5b0a2-4997-4c67-b636-2c4624b784ba,20200131,202001
2019-12-02 07:09:14+00:00,view,5783929,1487580005595612013,,,2.06,580689874,c28bdc44-3829-41e9-aeed-e253579dbbdb,20191202,201912
2019-12-13 14:32:13+00:00,remove_from_cart,5712801,1487580007256556476,,,3.02,459723045,02f6a05a-9560-4281-b951-4cafa6364c3f,20191213,201912
2020-02-12 18:06:50+00:00,remove_from_cart,5885847,1487580007910867929,,,5.48,493155738,622ddbd7-610f-471c-86a3-99b3a62bc36f,20200212,202002
2020-01-12 09:01:46+00:00,view,5782039,1638456119066100510,,pole,4.11,589630252,11f45273-6846-4aeb-a8be-548b45ec7596,20200112,202001
2020-01-15 20:04:54+00:00,remove_from_cart,5654962,1487580007952810971,,metzger,7.78,597048802,079c0925-7a47-47ea-9de3-bd7ad7c54dac,20200115,202001
2019-11-10 19:42:38+00:00,view,5830557,1487580005671109489,,masura,1.73,493209113,80073143-1155-4c28-89cc-bc892b562160,20191110,201911
2020-01-20 16:02:19+00:00,view,5752483,1487580005511725929,,,4.27,236146870,8e549c28-0620-4f81-911f-18ebd29b2ba8,20200120,202001
2020-02-20 17:44:40+00:00,cart,5862022,1921723506584715388,accessories.cosmetic_bag,,5.56,606081465,2b7f79f9-2dd6-4823-aecf-e8140e044ca0,20200220,202002
2019-10-06 20:16:40+00:00,remove_from_cart,5786484,1658462125284131265,,uskusi,3.97,511589756,8231987c-8924-4757-acc4-d6af7509b13e,20191006,201910
2019-11-01 13:25:49+00:00,cart,5893847,1487580005671109489,,masura,1.73,545017140,9a56fa06-9410-4935-aa6e-e42b08e252d5,20191101,201911
2019-12-25 19:34:07+00:00,view,5868466,1487580013027917999,,,2.38,557164867,30051baf-9f83-4fc3-9f09-5819f75507bd,20191225,201912
2019-12-06 01:38:05+00:00,cart,5726181,1487580005595612013,,,3.0,493858205,8f9d0970-447f-48d3-974e-9f44a48b1170,20191206,201912
2020-01-23 19:01:36+00:00,view,5825012,1487580013229244601,,,11.89,522022961,112f59b8-d393-42c3-9e18-8bbe386d66a7,20200123,202001
2019-11-25 07:48:14+00:00,view,5817161,1487580008800059394,,masura,5.54,576346329,9ea9e401-96ce-473a-8166-efc985faedfb,20191125,201911
2020-01-12 09:18:06+00:00,view,5861760,1487580006350586771,appliances.environment.vacuum,emil,71.43,339582708,1e55c8fb-d7df-4ab9-b8ae-2050262a9bb9,20200112,202001
2019-12-23 08:17:43+00:00,remove_from_cart,5814844,1487580005134238553,,runail,3.0,587962514,2da68c61-614e-497d-93be-63177b83537e,20191223,201912
2019-11-21 23:55:46+00:00,cart,5854379,1783999064103190764,,jessnail,3.38,403905011,d8659839-52dd-45a6-90a5-fc54738e1ee3,20191121,201911
2020-01-25 19:37:51+00:00,remove_from_cart,5881596,2151191071051219817,,lovely,12.56,534733368,db8fb79b-0425-43c2-95ab-380a8e9a65da,20200125,202001
2019-11-25 11:11:14+00:00,remove_from_cart,5852398,1487580005713052531,,ingarden,4.44,434944591,95490b9d-51ed-4b54-8ac6-f38ff95ab255,20191125,201911
2020-01-20 17:36:26+00:00,remove_from_cart,5585642,1487580009286598681,,,3.17,536247647,aeb40322-9b0c-4973-9e81-e03c30e12460,20200120,202001
2019-10-27 15:56:21+00:00,cart,5837165,1783999064103190764,,pnb,8.73,564752146,19e887f7-118f-4d6c-a3bf-cece3be2334c,20191027,201910
2019-10-08 09:16:23+00:00,cart,5838512,1487580012432326804,,levrana,4.76,557996933,c12f067c-9c00-46e0-a409-27b7f2f5adeb,20191008,201910
2020-01-22 19:53:38+00:00,view,5879279,1891434214553813877,,masura,3.95,604766912,4d840d8e-f288-4a56-81e5-ab2b0aad091e,20200122,202001
2019-11-08 13:38:44+00:00,view,5756126,1487580013489291461,,,3.33,568969887,11e00cb3-8b72-4fd6-9d59-513f44bae162,20191108,201911
2020-01-01 21:49:29+00:00,view,4497,2195085258272014535,,runail,3.11,577233239,8f548152-2fb1-4896-b429-2133e2b724c5,20200101,202001
2019-10-30 20:15:37+00:00,remove_from_cart,5809898,1602943681873052386,,grattol,5.24,510369366,626b1bdd-3b51-406a-8bde-a8857e64e466,20191030,201910
2019-11-24 22:22:49+00:00,cart,5767919,1487580005595612013,,,1.89,330072675,9f51f239-0644-4978-a3b3-7002a13ecbab,20191124,201911
2020-02-27 11:18:30+00:00,remove_from_cart,5928812,1487580007675986893,,,1.43,607733365,474d21cb-d79b-4816-bffb-355748bdb531,20200227,202002
2019-12-12 09:46:41+00:00,cart,5834732,1487580009496313889,,,4.76,568333458,643e0d1f-754c-4059-b16a-2c0c300deaf5,20191212,201912
2019-10-14 21:04:00+00:00,remove_from_cart,5660219,1487580005511725929,,,2.68,311062899,ed07dcb8-99c1-456b-aa05-6612de64c53e,20191014,201910
2020-01-27 19:47:12+00:00,remove_from_cart,5760786,1487580005134238553,,runail,2.62,380163517,b1057170-b480-4887-b190-38ec3c2a2acc,20200127,202001
2020-02-28 16:31:10+00:00,view,5895619,1487580007256556476,,,8.1,621422010,63f47923-166d-411d-a94c-d5f58e17d7fd,20200228,202002
2019-12-10 05:09:28+00:00,view,7681,1487580009227878422,,runail,4.44,529368893,f536776c-4d53-46f7-828a-c653ec808725,20191210,201912
2020-01-27 10:45:48+00:00,view,5854820,1602943681873052386,,grattol,5.24,541794374,c077c94d-87cb-4b45-97b0-b6fd2ed7a660,20200127,202001
2019-10-07 12:29:44+00:00,view,5892179,1487580013950664926,,,18.89,510695608,c1c1c63e-d6a0-43a2-a284-ad1912514d2d,20191007,201910
2019-10-04 16:26:19+00:00,cart,5851898,1487580011585077370,,,1.25,386369965,11985f2c-12d6-466f-91f8-66c0e4601443,20191004,201910
2019-11-21 18:50:03+00:00,remove_from_cart,5900596,1487580007675986893,,freedecor,0.73,562975851,04861bce-6500-4fe3-b436-1b36ad800ca3,20191121,201911
2020-02-04 11:52:17+00:00,cart,5839656,1487580005671109489,,masura,2.37,597379128,eb0c4592-3302-449f-9fab-21277b4ca0d8,20200204,202002
2019-11-29 11:07:20+00:00,view,5839661,1487580005671109489,,masura,2.19,574757590,887d6a18-fd94-450a-8357-541ccef980eb,20191129,201911
2019-10-27 16:31:36+00:00,cart,5752164,1487580006937789357,,,3.97,494726386,8b49a817-1463-4bb6-a2cc-461ee4db7fbc,20191027,201910
2020-01-12 12:48:26+00:00,remove_from_cart,4642,1487580006317032337,,,7.86,586253578,ff5c0d88-222b-16fa-9487-e9752d2d3a59,20200112,202001
2020-01-27 12:56:25+00:00,view,5394,1487580010645553231,,,39.68,575262415,69a42e77-07ce-43a3-8548-d9cc7ba7e512,20200127,202001
2019-12-19 08:31:47+00:00,cart,5816166,1602943681873052386,,grattol,5.24,524062431,49f4d51d-0eb4-48be-9748-36bcf915b915,20191219,201912
2019-11-05 22:38:57+00:00,view,5567932,1487580005595612013,,,3.0,511973458,f74acb2b-cb6e-48ca-83be-d15adb4facd9,20191105,201911
2019-10-11 06:35:58+00:00,view,5739055,1487580008246412266,,kapous,4.75,559048111,375f9300-f536-41a1-a9e3-1e64075be38f,20191011,201910
2019-12-18 10:12:31+00:00,cart,5812784,1487580008800059394,,masura,3.16,587664693,56e6add4-21b4-463e-a187-46387a703f1c,20191218,201912
2019-11-25 10:18:38+00:00,remove_from_cart,5739992,1487580009311764506,,,0.38,503584876,014b47a1-c8bb-a00f-92fd-cf3b588547bf,20191125,201911
2019-11-07 07:32:54+00:00,view,5528034,1487580005553668971,,,9.52,416042991,7875b095-4a45-4082-a1b6-c545c2b6047a,20191107,201911
2020-01-02 18:23:32+00:00,remove_from_cart,5565112,1487580005595612013,,,3.0,564134369,ae3b4ce2-bbb9-491a-9ea7-580e5e2bf0a7,20200102,202001
2019-11-06 07:41:00+00:00,cart,5465,2195085255034011676,,ingarden,3.49,525939976,05ef1a4d-8934-4152-b1c5-7a43ad57762d,20191106,201911
2019-12-04 18:38:08+00:00,cart,5693501,1487580009445982239,,,0.6,581540750,f5fd4d9b-0818-4c01-b20f-0b41d0d7918d,20191204,201912
2019-10-26 11:37:34+00:00,cart,5811663,1487580005427839846,,irisk,2.48,525722090,e1a9f617-ecf4-4695-9bf9-13d6e02ade25,20191026,201910
2019-12-28 09:28:34+00:00,cart,5682685,1487580013615120588,,,1.35,589297463,e1672b80-ca6b-40d4-9824-4b93b5db6531,20191228,201912
2020-01-21 05:55:36+00:00,view,5802427,1487580008187692007,,,0.79,476639770,56d59c27-d219-4c80-a30a-1c1d791c3070,20200121,202001
2020-02-23 18:47:10+00:00,cart,5896173,1487580004916134735,,,4.76,599685976,95632039-3848-48f8-ae43-5d50cdb48033,20200223,202002
2019-10-12 17:49:30+00:00,view,5877492,1487580007675986893,,freedecor,2.38,544870612,7b326f96-c3c5-42c0-905b-c4eb47bfc488,20191012,201910
2020-02-22 11:20:05+00:00,view,5885420,1487580005092295511,,grattol,6.27,618770325,0f53f0d6-b458-480f-9db0-2b092599f1ee,20200222,202002
2019-11-14 12:09:34+00:00,view,5843786,1487580009143992338,,,6.81,530848587,0561a896-8ffe-472c-9043-0af36cb80400,20191114,201911
2020-01-20 05:23:39+00:00,remove_from_cart,5830556,1487580005671109489,,masura,1.73,597021161,61f257af-fa7a-4de1-a1b5-4d10b594bede,20200120,202001
2020-02-17 17:04:54+00:00,remove_from_cart,5845415,1487580007575323592,,,2.22,519456367,a73b36c2-be6f-4d7e-9f4c-60ba9ea8ceb6,20200217,202002
2020-01-31 22:33:25+00:00,remove_from_cart,5819269,1487580005713052531,,ingarden,4.6,460717589,33e1f3c0-b188-4ef0-b738-5ed78ef73e2e,20200131,202001
2020-01-01 14:34:50+00:00,view,5858533,1783999072332415142,,,4.89,574033452,fee1e5da-4e73-48e8-9566-b6bea547ba31,20200101,202001
2019-12-31 07:54:15+00:00,remove_from_cart,5561044,1487580005595612013,,,3.0,278899539,31b540c9-3df9-4d98-bddb-dbd7dba3912b,20191231,201912
2019-12-17 11:17:47+00:00,view,5699779,1487580004882580302,,,2.7,416920706,09db8cc6-2025-4a8d-beb4-b16745d2d0af,20191217,201912
2019-10-21 21:53:28+00:00,view,5875299,1487580013581566154,,,6.33,519640572,eb1d3a26-b8ff-4f45-bc5a-70f01da25b9f,20191021,201910
2020-02-24 15:22:21+00:00,cart,5656409,1487580005595612013,,,4.29,619754052,286fa2e3-7070-46fd-8ff6-b5467d948ade,20200224,202002
2019-10-18 06:58:47+00:00,view,5778935,1487580005092295511,,f.o.x,13.97,194550111,413173a8-1768-4372-bb6b-5e95957296ee,20191018,201910
2019-11-08 13:35:48+00:00,view,5892047,2018395024110125980,,,9.84,227284580,e109d7e3-d6e3-4824-985b-f0682f7e19af,20191108,201911
2020-02-10 14:36:31+00:00,view,5835388,1924049106385240809,,,4.13,489998179,30a0e8cd-ad49-4b08-a3a3-93b3f9c6b941,20200210,202002
2019-12-14 23:28:14+00:00,remove_from_cart,5771966,1487580013522845895,,,3.97,550148629,c37a2e96-54b7-4186-a65c-cbad71036389,20191214,201912
2020-02-25 05:16:40+00:00,cart,5851640,1638456119066100510,,pole,4.11,472082495,c8baa9c7-7d50-4758-acdd-eb876a8b0ae6,20200225,202002
2019-11-11 12:57:29+00:00,cart,5818482,1487580007214613434,,,3.14,566378729,9d55f653-d4dc-45b9-81bd-dd6ec114dc49,20191111,201911
2020-01-21 10:28:17+00:00,purchase,6493,1487580007936033754,,runail,1.19,584684253,aed46e37-a20c-4c44-a802-7ebe215937e0,20200121,202001
2019-12-15 07:15:30+00:00,cart,5820756,1487580006317032337,,,2.22,461516904,dc7ea93d-1ab5-4ef8-800e-e30ddfc7f643,20191215,201912
2020-01-01 09:23:58+00:00,cart,5569506,1487580012927254698,,,10.63,595510138,944e9160-c8bf-4d24-af91-ef803aa6327d,20200101,202001
2020-01-28 19:09:03+00:00,view,5463,1487580009387261981,,ingarden,4.92,583402067,9b515463-fc82-48d8-873d-44405ab0da6f,20200128,202001
2020-02-07 05:01:35+00:00,view,5836514,2151191070984110951,,nagaraku,1.59,512756314,6522944b-1d07-58d7-9eb6-d6346d5cbc28,20200207,202002
2019-11-06 09:08:12+00:00,purchase,5846441,2151191071378375538,,browxenna,19.52,568110785,802150e1-eb72-4159-9121-26ccf8b86ea5,20191106,201911
2020-02-17 04:11:12+00:00,cart,5772471,1602943681873052386,,grattol,4.76,438471293,2fe85e29-f094-4220-a503-f8e6249282e9,20200217,202002
2019-10-24 09:56:24+00:00,remove_from_cart,5819225,1487580005713052531,,ingarden,4.44,459540377,beac319a-88e8-43db-98e9-d6cd6184f444,20191024,201910
2019-10-12 16:13:04+00:00,cart,5803457,1487580005461394279,,bluesky,5.24,550792448,76705b17-9da5-4e26-aa0d-5552c95026ea,20191012,201910
2019-11-16 11:53:47+00:00,view,5826181,1487580007483048900,,,3.33,438322870,5042cf52-d7bb-e734-6cc0-ef34ce7a23ef,20191116,201911
2019-10-19 05:14:43+00:00,view,5650457,1487580007910867929,,metzger,6.83,552492298,9194c98e-b81c-4b12-9b4d-125def922cc3,20191019,201910
2019-11-18 09:00:42+00:00,view,5808547,1487580008313521133,,kapous,3.81,549877989,8fc54c5a-850c-4dbd-b64b-9f6ccbbf62b9,20191118,201911
2019-11-05 08:32:16+00:00,view,5759492,1487580013011140782,,italwax,2.37,530887355,f89b31da-3464-45ce-a7ea-9389a3bca6d7,20191105,201911
2019-11-22 13:08:35+00:00,purchase,5864740,2055161088059638328,,bpw.style,1.35,574936535,5e08bb95-b5a2-4a74-b47e-b4a7c4edc3b2,20191122,201911
2020-01-15 17:34:47+00:00,remove_from_cart,5816178,1602943681873052386,,grattol,5.24,426580054,b424e84e-a49e-4d9a-a31e-d74091f82a37,20200115,202001
2019-10-23 09:03:08+00:00,view,5879279,1891434214553813877,,masura,3.95,563228701,6a2acd69-7d0e-4fc5-84ed-57e045d88ab9,20191023,201910
2020-01-27 14:10:02+00:00,view,5820730,1487580006317032337,,,2.22,593405520,5f196be3-9acf-4273-9832-751c341b046e,20200127,202001
2020-02-07 17:13:15+00:00,view,5889092,1720400165430363096,,,3.65,551446047,498c62b4-fab3-4093-82b6-e087616d290f,20200207,202002
2019-10-08 20:17:32+00:00,purchase,5773374,1487580005134238553,,runail,2.78,558191229,72274ba3-e8f4-48af-9424-9d91971d79cf,20191008,201910
2019-11-18 15:59:46+00:00,view,5798924,1783999068867920626,,zinger,3.97,569123047,1c3bac7f-42cb-41d1-b86a-797c3d2fa198,20191118,201911
2019-12-14 20:31:23+00:00,cart,5753874,1487580012096782476,,,4.76,351806549,4cb040f3-bc62-46bc-a4fa-31bdf178fcf8,20191214,201912
2019-10-09 19:30:36+00:00,view,5869148,1783999063314661546,,cosmoprofi,7.94,232807430,b41f4cdc-1630-4632-a8f6-142dd088c325,20191009,201910
2020-01-27 12:27:20+00:00,remove_from_cart,5528034,1487580005553668971,,,9.52,606466274,c6dc1412-730a-46f5-9e3c-d20bd22ecb24,20200127,202001
2019-11-28 06:37:46+00:00,view,5847854,1487580005092295511,,irisk,3.54,564731620,761588c2-a90e-46f6-ad4f-32fbf4655a66,20191128,201911
2020-02-03 05:24:55+00:00,view,5677043,1487580008246412266,,estel,13.33,473624723,d10d48dc-0877-4d4c-9635-92123d4849db,20200203,202002
2019-11-08 07:33:43+00:00,cart,5854882,1487580009445982239,,irisk,0.95,568848877,9e5a8470-4320-4d5d-9590-21e23a997d8a,20191108,201911
2019-11-03 09:19:24+00:00,purchase,5829353,1487580011585077370,,farmstay,0.79,567004448,f8ddc772-4f83-49da-b603-9a5b46d7d500,20191103,201911
2019-12-04 14:20:14+00:00,remove_from_cart,5822588,1487580005595612013,,,2.54,468417852,d22168a5-6bcd-432d-ac09-c297d2762158,20191204,201912
